"EEID"	"Full Name"	"Job Title"	"Department"	"Business Unit"	"Gender"	"Ethnicity"	"Age"	"Hire Date"	"Annual Salary"	"Bonus %"	"Country"	"City"	"Exit Date"
"E00826"	"Rylee Bui"	"Analyst"	"Accounting"	"Corporate"	"Female"	"Asian"	"55"	"Thu Dec 22 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"54733"	"0"	"China"	"Chongqing"	""
"E03881"	"Andrew Reed"	"System Administrator"	"IT"	"Corporate"	"Male"	"Black"	"28"	"Mon Jun 17 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"65341"	"0"	"United States"	"Miami"	"Mon Apr 11 2022 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E02604"	"Brooklyn Collins"	"Sr. Manger"	"Finance"	"Corporate"	"Female"	"Black"	"59"	"Sat Oct 27 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"139208"	"0.11"	"United States"	"Austin"	""
"E02613"	"John Jung"	"Sr. Analyst"	"Sales"	"Speciality Products"	"Male"	"Asian"	"63"	"Mon Mar 12 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73200"	"0"	"China"	"Shanghai"	""
"E00864"	"Samantha Aguilar"	"Manager"	"Accounting"	"Speciality Products"	"Female"	"Latino"	"46"	"Sat Apr 24 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"102636"	"0.06"	"United States"	"Seattle"	""
"E01760"	"Madeline Acosta"	"Sr. Account Representative"	"Sales"	"Speciality Products"	"Female"	"Latino"	"26"	"Tue Feb 09 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"87427"	"0"	"Brazil"	"Sao Paulo"	""
"E03223"	"Ethan Joseph"	"IT Coordinator"	"IT"	"Research & Development"	"Male"	"Caucasian"	"45"	"Mon May 28 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"49219"	"0"	"United States"	"Columbus"	""
"E01262"	"Miles Mehta"	"Manager"	"Finance"	"Manufacturing"	"Male"	"Asian"	"50"	"Sat May 19 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"106437"	"0.07"	"China"	"Chongqing"	""
"E01075"	"Joshua Juarez"	"Analyst II"	"Finance"	"Manufacturing"	"Male"	"Latino"	"46"	"Tue May 05 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"64364"	"0"	"Brazil"	"Sao Paulo"	""
"E00364"	"Matthew Howard"	"Director"	"Human Resources"	"Manufacturing"	"Male"	"Caucasian"	"50"	"Sun Oct 17 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"172180"	"0.3"	"United States"	"Columbus"	""
"E04108"	"Jade Figueroa"	"Sr. Analyst"	"Sales"	"Manufacturing"	"Female"	"Latino"	"33"	"Mon May 14 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"88343"	"0"	"Brazil"	"Rio de Janerio"	""
"E02917"	"Everett Morales"	"Solutions Architect"	"IT"	"Speciality Products"	"Male"	"Latino"	"57"	"Thu Jul 10 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"66649"	"0"	"Brazil"	"Rio de Janerio"	""
"E03720"	"Genesis Hunter"	"Manager"	"Finance"	"Corporate"	"Female"	"Caucasian"	"48"	"Thu Apr 22 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"102847"	"0.05"	"United States"	"Chicago"	""
"E03393"	"Henry Figueroa"	"Sr. Manger"	"Finance"	"Manufacturing"	"Male"	"Latino"	"46"	"Mon Jul 19 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"134881"	"0.15"	"Brazil"	"Manaus"	""
"E02977"	"Nicholas Song"	"Analyst II"	"Marketing"	"Manufacturing"	"Male"	"Asian"	"52"	"Sun May 23 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"68807"	"0"	"China"	"Chengdu"	"Mon Nov 30 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E03371"	"Jack Alexander"	"Vice President"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"56"	"Mon May 29 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"228822"	"0.36"	"United States"	"Miami"	""
"E02531"	"Jameson Foster"	"Analyst"	"Marketing"	"Manufacturing"	"Male"	"Caucasian"	"28"	"Sun Jul 18 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"43391"	"0"	"United States"	"Columbus"	""
"E02473"	"Leonardo Lo"	"Quality Engineer"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"29"	"Mon Nov 15 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"91782"	"0"	"China"	"Chongqing"	""
"E02468"	"Ella Huang"	"Vice President"	"Marketing"	"Corporate"	"Female"	"Asian"	"45"	"Sun Feb 28 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"211637"	"0.31"	"United States"	"Chicago"	""
"E01499"	"Liam Jordan"	"Computer Systems Manager"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"28"	"Sat Aug 08 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73255"	"0.09"	"United States"	"Phoenix"	""
"E03697"	"Isaac Woods"	"Manager"	"Sales"	"Corporate"	"Male"	"Caucasian"	"28"	"Fri Jan 08 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"108826"	"0.1"	"United States"	"Miami"	""
"E00593"	"Luke Wilson"	"Solutions Architect"	"IT"	"Speciality Products"	"Male"	"Caucasian"	"34"	"Tue May 24 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"94352"	"0"	"United States"	"Miami"	""
"E01103"	"Lyla Alvarez"	"IT Systems Architect"	"IT"	"Research & Development"	"Female"	"Latino"	"55"	"Tue Aug 30 1994 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73955"	"0"	"United States"	"Phoenix"	""
"E03889"	"Caleb Flores"	"Manager"	"Human Resources"	"Manufacturing"	"Male"	"Latino"	"34"	"Tue Aug 13 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"113909"	"0.06"	"Brazil"	"Rio de Janerio"	""
"E01958"	"Angel Lin"	"Network Administrator"	"IT"	"Manufacturing"	"Male"	"Asian"	"27"	"Thu Dec 24 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"92321"	"0"	"United States"	"Chicago"	""
"E01870"	"Easton Moore"	"Computer Systems Manager"	"IT"	"Research & Development"	"Male"	"Caucasian"	"52"	"Thu May 23 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"99557"	"0.09"	"United States"	"Seattle"	""
"E01167"	"Kinsley Collins"	"Automation Engineer"	"Engineering"	"Speciality Products"	"Female"	"Caucasian"	"28"	"Wed Nov 14 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"115854"	"0"	"United States"	"Phoenix"	""
"E00099"	"Brooklyn Salazar"	"IT Systems Architect"	"IT"	"Manufacturing"	"Female"	"Latino"	"44"	"Tue Mar 01 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"82462"	"0"	"United States"	"Austin"	""
"E00044"	"Scarlett Jenkins"	"Vice President"	"IT"	"Research & Development"	"Female"	"Caucasian"	"53"	"Wed Nov 09 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"198473"	"0.32"	"United States"	"Miami"	""
"E00711"	"Melody Chin"	"Sr. Manger"	"Finance"	"Corporate"	"Female"	"Asian"	"43"	"Sun Oct 15 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"153492"	"0.11"	"United States"	"Chicago"	""
"E04795"	"Eloise Alexander"	"Vice President"	"Human Resources"	"Corporate"	"Female"	"Black"	"28"	"Sun Jan 21 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"208210"	"0.3"	"United States"	"Seattle"	""
"E03912"	"Carter Turner"	"Sr. Analyst"	"Marketing"	"Corporate"	"Male"	"Caucasian"	"33"	"Tue Nov 17 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"91632"	"0"	"United States"	"Phoenix"	""
"E02103"	"Andrew Ma"	"HRIS Analyst"	"Human Resources"	"Corporate"	"Male"	"Asian"	"31"	"Sun Sep 24 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"71755"	"0"	"China"	"Chongqing"	""
"E04213"	"Hailey Xi"	"Manager"	"Accounting"	"Corporate"	"Female"	"Asian"	"52"	"Fri Nov 19 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"111006"	"0.08"	"China"	"Chongqing"	""
"E04756"	"Aiden Le"	"Cloud Infrastructure Architect"	"IT"	"Corporate"	"Male"	"Asian"	"55"	"Sat Dec 24 1994 00:00:00 GMT-0500 (アメリカ東部標準時)"	"99774"	"0"	"United States"	"Austin"	""
"E04114"	"Christopher Lim"	"Director"	"IT"	"Research & Development"	"Male"	"Asian"	"55"	"Tue Mar 13 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"184648"	"0.24"	"China"	"Shanghai"	""
"E01423"	"James Castillo"	"Vice President"	"IT"	"Manufacturing"	"Male"	"Latino"	"51"	"Thu Jul 19 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"247874"	"0.33"	"Brazil"	"Manaus"	""
"E03181"	"Greyson Dang"	"Development Engineer"	"Engineering"	"Manufacturing"	"Male"	"Asian"	"60"	"Mon May 11 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"62239"	"0"	"China"	"Beijing"	""
"E03305"	"Hannah King"	"Manager"	"Accounting"	"Speciality Products"	"Female"	"Caucasian"	"31"	"Tue Oct 07 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"114911"	"0.07"	"United States"	"Chicago"	""
"E00703"	"Wesley Dominguez"	"Engineering Manager"	"Engineering"	"Corporate"	"Male"	"Latino"	"45"	"Fri Apr 27 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"115490"	"0.12"	"United States"	"Chicago"	""
"E04403"	"Dominic Hu"	"Manager"	"Accounting"	"Speciality Products"	"Male"	"Asian"	"34"	"Mon Feb 13 2012 00:00:00 GMT-0500 (アメリカ東部標準時)"	"118708"	"0.07"	"China"	"Shanghai"	""
"E00103"	"Nora Park"	"Director"	"Accounting"	"Speciality Products"	"Female"	"Asian"	"29"	"Wed Jun 28 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"197649"	"0.2"	"United States"	"Columbus"	""
"E04487"	"Audrey Hwang"	"Sr. Analyst"	"Accounting"	"Speciality Products"	"Female"	"Asian"	"45"	"Wed Jun 17 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"89841"	"0"	"China"	"Beijing"	""
"E01194"	"Ella Jenkins"	"Analyst II"	"Finance"	"Speciality Products"	"Female"	"Caucasian"	"52"	"Fri Dec 20 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"61026"	"0"	"United States"	"Phoenix"	""
"E02179"	"Peyton Owens"	"Controls Engineer"	"Engineering"	"Speciality Products"	"Female"	"Caucasian"	"48"	"Thu Sep 25 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96693"	"0"	"United States"	"Chicago"	""
"E04242"	"Alice Lopez"	"Test Engineer"	"Engineering"	"Speciality Products"	"Female"	"Latino"	"48"	"Sat Jun 27 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"82907"	"0"	"United States"	"Seattle"	""
"E01371"	"Dominic Le"	"Vice President"	"Marketing"	"Corporate"	"Male"	"Asian"	"41"	"Sat Oct 04 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"257194"	"0.35"	"China"	"Chongqing"	""
"E03065"	"Ezra Ortiz"	"Quality Engineer"	"Engineering"	"Research & Development"	"Male"	"Latino"	"41"	"Sat Jan 21 2012 00:00:00 GMT-0500 (アメリカ東部標準時)"	"94658"	"0"	"United States"	"Miami"	""
"E01377"	"Grayson Luu"	"Quality Engineer"	"Engineering"	"Research & Development"	"Male"	"Asian"	"55"	"Sat Apr 30 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"89419"	"0"	"China"	"Shanghai"	""
"E03097"	"Brooks Stewart"	"HRIS Analyst"	"Human Resources"	"Manufacturing"	"Male"	"Black"	"45"	"Sat Dec 19 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"51983"	"0"	"United States"	"Columbus"	""
"E01668"	"Naomi Xi"	"Director"	"Finance"	"Corporate"	"Female"	"Asian"	"53"	"Sun Feb 17 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"179494"	"0.2"	"China"	"Chongqing"	""
"E03354"	"Silas Estrada"	"IT Systems Architect"	"IT"	"Corporate"	"Male"	"Latino"	"49"	"Fri Jun 24 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"68426"	"0"	"Brazil"	"Rio de Janerio"	""
"E02088"	"Skylar Ayala"	"Sr. Manger"	"Finance"	"Corporate"	"Female"	"Latino"	"55"	"Mon Feb 06 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"144986"	"0.12"	"United States"	"Phoenix"	""
"E03980"	"Lydia Huynh"	"Account Representative"	"Sales"	"Speciality Products"	"Female"	"Asian"	"45"	"Wed Aug 16 2000 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"60113"	"0"	"United States"	"Chicago"	""
"E00972"	"Hazel Cortez"	"HRIS Analyst"	"Human Resources"	"Research & Development"	"Female"	"Latino"	"52"	"Sun Apr 18 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50548"	"0"	"Brazil"	"Sao Paulo"	""
"E00824"	"Everleigh Adams"	"Analyst II"	"Marketing"	"Manufacturing"	"Female"	"Caucasian"	"33"	"Sat Mar 14 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"68846"	"0"	"United States"	"Chicago"	""
"E04359"	"Layla Salazar"	"Solutions Architect"	"IT"	"Corporate"	"Female"	"Latino"	"59"	"Wed Mar 19 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"90901"	"0"	"United States"	"Seattle"	""
"E03113"	"Willow Chen"	"Manager"	"Accounting"	"Corporate"	"Female"	"Asian"	"50"	"Mon Sep 03 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"102033"	"0.08"	"United States"	"Austin"	""
"E01488"	"Penelope Griffin"	"Director"	"Sales"	"Manufacturing"	"Female"	"Caucasian"	"61"	"Sat Jan 23 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"151783"	"0.26"	"United States"	"Seattle"	""
"E01787"	"Lillian Romero"	"Director"	"Engineering"	"Corporate"	"Female"	"Latino"	"27"	"Fri Dec 07 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"170164"	"0.17"	"United States"	"Austin"	""
"E03550"	"Stella Wu"	"Sr. Manger"	"Marketing"	"Speciality Products"	"Female"	"Asian"	"35"	"Thu Feb 20 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"155905"	"0.14"	"United States"	"Phoenix"	""
"E01052"	"Parker Vang"	"Analyst"	"Sales"	"Corporate"	"Male"	"Asian"	"40"	"Sat Dec 17 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"50733"	"0"	"United States"	"Miami"	""
"E04799"	"Mila Roberts"	"Sr. Business Partner"	"Human Resources"	"Corporate"	"Female"	"Caucasian"	"30"	"Thu Jan 26 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"88663"	"0"	"United States"	"Phoenix"	""
"E03402"	"Isaac Liu"	"Field Engineer"	"Engineering"	"Manufacturing"	"Male"	"Asian"	"60"	"Tue Oct 13 1992 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"88213"	"0"	"China"	"Chongqing"	""
"E04128"	"Jacob Doan"	"Analyst II"	"Sales"	"Speciality Products"	"Male"	"Asian"	"55"	"Mon Aug 02 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67130"	"0"	"United States"	"Miami"	""
"E00013"	"Raelynn Ma"	"Sr. Analyst"	"Finance"	"Speciality Products"	"Female"	"Asian"	"33"	"Thu Oct 08 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"94876"	"0"	"United States"	"Miami"	""
"E03114"	"Jameson Juarez"	"Development Engineer"	"Engineering"	"Speciality Products"	"Male"	"Latino"	"62"	"Sun Oct 09 1994 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"98230"	"0"	"United States"	"Miami"	""
"E04004"	"Everleigh Shah"	"Test Engineer"	"Engineering"	"Research & Development"	"Female"	"Asian"	"36"	"Fri Dec 14 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"96757"	"0"	"United States"	"Columbus"	""
"E04472"	"Alexander Foster"	"Analyst II"	"Marketing"	"Manufacturing"	"Male"	"Black"	"35"	"Fri Jul 03 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"51513"	"0"	"United States"	"Columbus"	""
"E00161"	"Ryan Ha"	"Vice President"	"Marketing"	"Corporate"	"Male"	"Asian"	"60"	"Sat Jan 27 2007 00:00:00 GMT-0500 (アメリカ東部標準時)"	"234311"	"0.37"	"United States"	"Miami"	""
"E04417"	"Chloe Salazar"	"Sr. Manger"	"Human Resources"	"Speciality Products"	"Female"	"Latino"	"45"	"Sun May 22 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"152353"	"0.14"	"United States"	"Seattle"	""
"E04536"	"Layla Scott"	"Sr. Manger"	"Accounting"	"Speciality Products"	"Female"	"Caucasian"	"48"	"Fri Jul 30 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"124774"	"0.12"	"United States"	"Phoenix"	""
"E02534"	"Leah Khan"	"Director"	"Marketing"	"Corporate"	"Female"	"Asian"	"36"	"Mon Sep 13 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"157070"	"0.28"	"China"	"Chongqing"	""
"E02857"	"Mason Jimenez"	"Sr. Manger"	"Finance"	"Speciality Products"	"Male"	"Latino"	"44"	"Thu Aug 08 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"130133"	"0.15"	"United States"	"Austin"	"Wed May 18 2022 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E03059"	"Hailey Dang"	"Manager"	"Marketing"	"Manufacturing"	"Female"	"Asian"	"64"	"Sat Sep 21 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"108780"	"0.06"	"China"	"Shanghai"	""
"E02477"	"Amelia Bui"	"Director"	"Engineering"	"Speciality Products"	"Female"	"Asian"	"46"	"Wed Oct 21 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"151853"	"0.16"	"China"	"Chengdu"	""
"E00022"	"Elena Her"	"Account Representative"	"Sales"	"Manufacturing"	"Female"	"Asian"	"62"	"Sun Sep 17 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"64669"	"0"	"China"	"Chongqing"	""
"E03370"	"Ian Cortez"	"Analyst II"	"Marketing"	"Research & Development"	"Male"	"Latino"	"61"	"Wed Apr 30 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"69352"	"0"	"Brazil"	"Rio de Janerio"	""
"E00555"	"Christian Ali"	"Analyst II"	"Marketing"	"Research & Development"	"Male"	"Asian"	"65"	"Wed Oct 17 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74631"	"0"	"China"	"Chongqing"	""
"E03160"	"Carter Ortiz"	"Quality Engineer"	"Engineering"	"Speciality Products"	"Male"	"Latino"	"54"	"Sun Apr 29 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96441"	"0"	"Brazil"	"Sao Paulo"	""
"E03919"	"Grayson Chan"	"Engineering Manager"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"46"	"Thu Oct 20 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"114250"	"0.14"	"China"	"Chengdu"	""
"E01724"	"Nolan Molina"	"Computer Systems Manager"	"IT"	"Corporate"	"Male"	"Latino"	"36"	"Sun Dec 27 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"70165"	"0.07"	"Brazil"	"Manaus"	""
"E04087"	"Adam Kaur"	"Manager"	"IT"	"Corporate"	"Male"	"Asian"	"60"	"Sat Jan 29 2000 00:00:00 GMT-0500 (アメリカ東部標準時)"	"109059"	"0.07"	"China"	"Chengdu"	""
"E02856"	"Amelia Kaur"	"Operations Engineer"	"Engineering"	"Research & Development"	"Female"	"Asian"	"30"	"Sat Nov 14 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"77442"	"0"	"United States"	"Columbus"	""
"E03805"	"Autumn Gonzales"	"Analyst II"	"Sales"	"Corporate"	"Female"	"Latino"	"34"	"Wed Jun 06 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"72126"	"0"	"Brazil"	"Manaus"	""
"E00319"	"Ezra Wilson"	"Service Desk Analyst"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"55"	"Fri Oct 18 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70334"	"0"	"United States"	"Miami"	""
"E01090"	"Jacob Cheng"	"Quality Engineer"	"Engineering"	"Research & Development"	"Male"	"Asian"	"59"	"Wed Dec 23 2009 00:00:00 GMT-0500 (アメリカ東部標準時)"	"78006"	"0"	"United States"	"Miami"	""
"E04323"	"Melody Valdez"	"Director"	"IT"	"Manufacturing"	"Female"	"Latino"	"28"	"Mon Jan 25 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"160385"	"0.23"	"United States"	"Miami"	"Tue May 18 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E02687"	"Caroline Nelson"	"Vice President"	"Finance"	"Corporate"	"Female"	"Caucasian"	"36"	"Sat Jan 11 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"202323"	"0.39"	"United States"	"Chicago"	""
"E01407"	"Ellie Guerrero"	"Sr. Manger"	"Human Resources"	"Corporate"	"Female"	"Latino"	"29"	"Mon Jul 13 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"141555"	"0.11"	"Brazil"	"Manaus"	""
"E02748"	"Genesis Zhu"	"Director"	"Finance"	"Speciality Products"	"Female"	"Asian"	"34"	"Mon Jul 20 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"184960"	"0.18"	"United States"	"Seattle"	""
"E01995"	"Jonathan Ho"	"Vice President"	"IT"	"Manufacturing"	"Male"	"Asian"	"37"	"Sat Jun 25 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"221592"	"0.31"	"United States"	"Columbus"	""
"E01714"	"Savannah Park"	"HRIS Analyst"	"Human Resources"	"Manufacturing"	"Female"	"Asian"	"44"	"Wed Jan 28 2009 00:00:00 GMT-0500 (アメリカ東部標準時)"	"53301"	"0"	"United States"	"Seattle"	""
"E04491"	"Nathan Chan"	"Cloud Infrastructure Architect"	"IT"	"Corporate"	"Male"	"Asian"	"45"	"Thu Mar 02 2000 00:00:00 GMT-0500 (アメリカ東部標準時)"	"91276"	"0"	"United States"	"Seattle"	""
"E01076"	"Sofia Vu"	"Sr. Manger"	"Human Resources"	"Research & Development"	"Female"	"Asian"	"52"	"Tue Sep 05 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"140042"	"0.13"	"United States"	"Austin"	""
"E04131"	"Ruby Choi"	"Analyst"	"Accounting"	"Manufacturing"	"Female"	"Asian"	"40"	"Thu Dec 06 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"57225"	"0"	"United States"	"Columbus"	""
"E02843"	"Lily Pena"	"Manager"	"Human Resources"	"Speciality Products"	"Female"	"Latino"	"55"	"Wed Feb 24 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"102839"	"0.05"	"United States"	"Miami"	""
"E03758"	"Liam Zhang"	"Director"	"Marketing"	"Research & Development"	"Male"	"Asian"	"29"	"Wed Sep 15 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"199783"	"0.21"	"United States"	"Chicago"	"Sun Apr 10 2022 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E02063"	"Ian Gutierrez"	"Sr. Business Partner"	"Human Resources"	"Research & Development"	"Male"	"Latino"	"32"	"Fri Apr 09 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70980"	"0"	"Brazil"	"Rio de Janerio"	""
"E00638"	"David Simmons"	"Manager"	"Marketing"	"Corporate"	"Male"	"Caucasian"	"51"	"Sun Jan 26 1997 00:00:00 GMT-0500 (アメリカ東部標準時)"	"104431"	"0.07"	"United States"	"Phoenix"	""
"E03571"	"Lincoln Henderson"	"Business Partner"	"Human Resources"	"Speciality Products"	"Male"	"Caucasian"	"28"	"Sun Jun 27 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"48510"	"0"	"United States"	"Chicago"	""
"E01820"	"Nathan Miller"	"Quality Engineer"	"Engineering"	"Speciality Products"	"Male"	"Black"	"27"	"Tue May 28 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70110"	"0"	"United States"	"Miami"	"Thu Jan 07 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E01712"	"James Singh"	"Director"	"Marketing"	"Corporate"	"Male"	"Asian"	"45"	"Wed Mar 12 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"186138"	"0.28"	"China"	"Chongqing"	""
"E00184"	"Kayden Ortega"	"Analyst"	"Accounting"	"Manufacturing"	"Male"	"Latino"	"58"	"Mon Apr 19 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"56350"	"0"	"Brazil"	"Rio de Janerio"	""
"E02706"	"Lucy Figueroa"	"Sr. Manger"	"Finance"	"Research & Development"	"Female"	"Latino"	"45"	"Sun Jan 10 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"149761"	"0.12"	"United States"	"Columbus"	""
"E02899"	"Joshua Cortez"	"Sr. Manger"	"Finance"	"Corporate"	"Male"	"Latino"	"44"	"Sat Aug 11 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"126277"	"0.13"	"Brazil"	"Manaus"	""
"E02478"	"Alexander Morris"	"Manager"	"Sales"	"Speciality Products"	"Male"	"Caucasian"	"33"	"Fri Jun 21 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"119631"	"0.06"	"United States"	"Phoenix"	""
"E04170"	"Grayson Chin"	"Vice President"	"IT"	"Research & Development"	"Male"	"Asian"	"26"	"Sat May 09 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"256561"	"0.39"	"United States"	"Austin"	""
"E00929"	"Allison Espinoza"	"Solutions Architect"	"IT"	"Speciality Products"	"Female"	"Latino"	"45"	"Thu Apr 16 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"66958"	"0"	"United States"	"Miami"	""
"E00530"	"Naomi Chu"	"Sr. Manger"	"Sales"	"Manufacturing"	"Female"	"Asian"	"46"	"Sun Feb 29 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"158897"	"0.1"	"China"	"Chongqing"	""
"E03824"	"Jameson Martin"	"Technical Architect"	"IT"	"Corporate"	"Male"	"Caucasian"	"37"	"Fri Feb 15 2008 00:00:00 GMT-0500 (アメリカ東部標準時)"	"71695"	"0"	"United States"	"Phoenix"	""
"E02492"	"Sebastian Gupta"	"Sr. Analyst"	"Marketing"	"Corporate"	"Male"	"Asian"	"40"	"Mon Sep 22 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"73779"	"0"	"China"	"Chongqing"	"Thu May 09 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01733"	"Eloise Pham"	"Manager"	"Sales"	"Speciality Products"	"Female"	"Asian"	"45"	"Thu Oct 20 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"123640"	"0.07"	"China"	"Shanghai"	""
